Category,Question,Response,Age,Gender,RaceEthnicity,RiskFactor,RiskFactorResponse,Sample_Size
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,12-17 years,Female,"Black, non-Hispanic",Diabetes,No,309
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,18-39 years,Female,"White, non-Hispanic",Smoking,No,1046
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,80 years and older,All genders,All races,Smoking,No,852
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),40-64 years,Female,"Hispanic, any race",Diabetes,No,391
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,18-39 years,All genders,"White, non-Hispanic",Smoking,Yes,1777
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,65-79 years,All genders,Other,Smoking,Yes,45
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,65-79 years,Male,All races,All participants,Total,2004
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,18-39 years,Male,"Hispanic, any race",Smoking,No,612
Measured Visual Acuity,Best-corrected visual acuity,Any vision loss,18-39 years,All genders,"Hispanic, any race",Diabetes,Yes,72
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,18-39 years,All genders,"White, non-Hispanic",All participants,Total,4188
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,18-39 years,All genders,"Hispanic, any race",Smoking,Yes,844
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,40-64 years,Male,"Hispanic, any race",Smoking,No,461
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,65-79 years,All genders,"Black, non-Hispanic",Diabetes,Yes,304
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,40-64 years,All genders,"Black, non-Hispanic",Smoking,Yes,493
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,65-79 years,All genders,"Hispanic, any race",Hypertension,No,293
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,18-39 years,Female,Other,All participants,Total,254
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,40-64 years,Male,Other,All participants,Total,174
Measured Visual Acuity,Best-corrected visual acuity,Any vision loss,12-17 years,All genders,"Hispanic, any race",Hypertension,Yes,66
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,12-17 years,Male,All races,All participants,Total,3984
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,65-79 years,All genders,Other,All participants,Total,106
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,65-79 years,All genders,"Hispanic, any race",Hypertension,Yes,606
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,40-64 years,Female,All races,Diabetes,Yes,684
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,18-39 years,Female,"Hispanic, any race",Smoking,No,1054
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,40-64 years,Female,"Hispanic, any race",All participants,Total,1197
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,65-79 years,Female,All races,Smoking,No,537
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,80 years and older,All genders,"Hispanic, any race",Diabetes,Yes,40
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,12-17 years,All genders,"Black, non-Hispanic",Hypertension,No,2373
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,40-64 years,Female,Other,Hypertension,No,55
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,12-17 years,All genders,"White, non-Hispanic",Hypertension,Yes,68
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,65-79 years,All genders,"White, non-Hispanic",Smoking,Yes,1443
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,65-79 years,Male,Other,All participants,Total,46
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,18-39 years,Male,All races,Diabetes,Yes,111
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,65-79 years,All genders,All races,Hypertension,No,1230
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,40-64 years,Male,"White, non-Hispanic",Diabetes,Yes,233
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,65-79 years,Female,"Hispanic, any race",Diabetes,Yes,145
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,12-17 years,Female,"Hispanic, any race",Hypertension,Yes,41
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,12-17 years,All genders,"Black, non-Hispanic",Hypertension,No,2277
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,12-17 years,All genders,"Black, non-Hispanic",Hypertension,No,2284
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,18-39 years,All genders,Other,Hypertension,No,444
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,65-79 years,Male,All races,Hypertension,Yes,1361
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,80 years and older,Female,"Hispanic, any race",All participants,Total,79
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,40-64 years,All genders,Other,Diabetes,Yes,58
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,12-17 years,Male,"Hispanic, any race",Hypertension,No,1414
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,65-79 years,Male,All races,Hypertension,No,757
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,80 years and older,All genders,All races,Diabetes,Yes,354
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,40-64 years,Male,"Black, non-Hispanic",Hypertension,Yes,488
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,18-39 years,Female,"White, non-Hispanic",All participants,Total,2266
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,65-79 years,Male,"Hispanic, any race",Diabetes,No,85
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,65-79 years,All genders,Other,Smoking,Yes,42
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,40-64 years,Male,"Black, non-Hispanic",Smoking,Yes,588
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,18-39 years,Male,"White, non-Hispanic",Smoking,Yes,860
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,18-39 years,All genders,"Hispanic, any race",Hypertension,Yes,241
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,80 years and older,Female,All races,Diabetes,No,263
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,40-64 years,Male,"White, non-Hispanic",Smoking,Yes,1344
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,40-64 years,All genders,"Black, non-Hispanic",Hypertension,No,845
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,40-64 years,Female,All races,Hypertension,No,2777
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,65-79 years,Female,All races,Smoking,No,1122
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,65-79 years,Female,Other,All participants,Total,44
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),40-64 years,Female,Other,Smoking,No,119
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,65-79 years,Male,All races,Diabetes,Yes,299
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,80 years and older,All genders,"Black, non-Hispanic",Hypertension,Yes,113
Measured Visual Acuity,Best-corrected visual acuity,Any vision loss,65-79 years,Male,"Hispanic, any race",Diabetes,No,85
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,80 years and older,Male,All races,Hypertension,No,226
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,0-17 years,Male,Other,Diabetes,No,58
Measured Visual Acuity,Best-corrected visual acuity,Any vision loss,18-39 years,Male,"White, non-Hispanic",All participants,Total,1914
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,65-79 years,All genders,All races,Hypertension,Yes,2801
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,40-64 years,Female,All races,Diabetes,Yes,684
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,12-17 years,Female,"Black, non-Hispanic",All participants,Total,1142
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,40-64 years,All genders,"Black, non-Hispanic",Hypertension,No,856
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),18-39 years,Male,Other,Diabetes,No,78
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,18-39 years,All genders,"Black, non-Hispanic",All participants,Total,2356
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,65-79 years,Female,"White, non-Hispanic",Smoking,No,661
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,80 years and older,All genders,All races,Hypertension,No,394
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,18-39 years,Male,Other,Hypertension,Yes,30
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,80 years and older,Female,"White, non-Hispanic",Diabetes,Yes,106
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,18-39 years,Female,Other,Diabetes,No,102
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,12-17 years,Female,"White, non-Hispanic",All participants,Total,1003
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,40-64 years,All genders,"Hispanic, any race",Hypertension,Yes,807
Measured Visual Acuity,Best-corrected visual acuity,Any vision loss,18-39 years,Male,"Hispanic, any race",Hypertension,Yes,135
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,80 years and older,All genders,"Black, non-Hispanic",Smoking,No,80
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,18-39 years,Female,"Hispanic, any race",Diabetes,No,669
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,40-64 years,Male,"Hispanic, any race",Smoking,Yes,682
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,65-79 years,Female,All races,Hypertension,No,527
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,80 years and older,Female,All races,Diabetes,Yes,132
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,40-64 years,All genders,All races,Smoking,Yes,4663
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,12-17 years,All genders,"White, non-Hispanic",All participants,Total,2003
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,12-17 years,Male,Other,Hypertension,No,145
Measured Visual Acuity,Best-corrected visual acuity,Any vision loss,18-39 years,Female,"White, non-Hispanic",Hypertension,No,2117
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,40-64 years,Female,All races,All participants,Total,4466
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,65-79 years,Male,"Black, non-Hispanic",Smoking,Yes,259
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,40-64 years,All genders,"Hispanic, any race",Diabetes,No,784
Measured Visual Acuity,Best-corrected visual acuity,Any vision loss,65-79 years,Male,"White, non-Hispanic",Diabetes,Yes,255
Measured Visual Acuity,Best-corrected visual acuity,Any vision loss,18-39 years,All genders,"Hispanic, any race",Smoking,Yes,834
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),80 years and older,All genders,All races,Smoking,No,679
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,18-39 years,Male,Other,All participants,Total,241
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),18-39 years,Male,"Hispanic, any race",Hypertension,Yes,134
Measured Visual Acuity,Best-corrected visual acuity,Any vision loss,40-64 years,Male,"Black, non-Hispanic",Hypertension,No,441
Measured Visual Acuity,Best-corrected visual acuity,Any vision loss,80 years and older,All genders,All races,Smoking,Yes,626
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,65-79 years,Male,"White, non-Hispanic",Smoking,Yes,397
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,80 years and older,Female,"White, non-Hispanic",Hypertension,Yes,476
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,65-79 years,Male,"Black, non-Hispanic",All participants,Total,201
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,18-39 years,Male,"Hispanic, any race",Smoking,No,607
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,65-79 years,Male,All races,Smoking,No,712
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,12-17 years,All genders,"White, non-Hispanic",All participants,Total,2065
